species_id	20091FL-01-01-13	20091FL-01-01-13	20091FL-01-01-14	20091FL-01-01-14	20091FL-01-01-15	20091FL-01-01-15	20091FL-01-01-17	20091FL-01-01-17	20091FL-01-01-18	20091FL-01-01-18	20091FL-01-01-19	20091FL-01-01-19	20091FL-01-01-20	20091FL-01-01-20	20091FL-01-01-21	20091FL-01-01-21	20091FL-01-01-22	20091FL-01-01-22	20091FL-01-01-23	20091FL-01-01-23	20091FL-01-01-24	20091FL-01-01-24
133523	0.000	0.000	3.646	3.646	0.114	0.114	1.909	1.909	2.280	2.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102065	0.000	0.000	0.417	0.417	0.000	0.000	0.000	0.000	0.353	0.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103525	0.000	0.000	0.110	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100056	0.000	0.000	1.120	1.120	0.000	0.000	0.371	0.371	0.219	0.219	0.785	0.785	0.350	0.350	0.000	0.000	1.409	1.409	1.432	1.432	0.101	0.101
106616	0.000	0.000	0.463	0.463	0.000	0.000	0.237	0.237	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116583	0.000	0.000	0.295	0.295	0.000	0.000	0.080	0.080	0.490	0.490	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101713	0.000	0.000	1.250	1.250	0.000	0.000	1.103	1.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
129214	0.000	0.000	0.209	0.209	1.319	1.319	1.101	1.101	1.953	1.953	0.050	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102629	0.000	0.000	0.145	0.145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116156	0.000	0.000	0.000	0.000	0.000	0.000	0.750	0.750	0.000	0.000	3.696	3.696	2.122	2.122	0.000	0.000	0.658	0.658	0.239	0.239	0.523	0.523
100120	0.000	0.000	0.000	0.000	0.000	0.000	0.239	0.239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100162	0.000	0.000	0.000	0.000	0.000	0.000	0.131	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
116922	0.000	0.000	0.000	0.000	0.000	0.000	0.119	0.119	0.000	0.000	2.737	2.737	2.111	2.111	1.545	1.545	1.253	1.253	0.000	0.000	1.315	1.315
101148	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.453	0.000	0.000	0.695	0.695	0.579	0.579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
110884	0.000	0.000	0.000	0.000	0.000	0.000	0.117	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
129701	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101347	0.000	0.000	0.000	0.000	0.000	0.000	0.337	0.337	0.000	0.000	0.270	0.270	0.730	0.730	0.000	0.000	0.000	0.000	0.000	0.000	0.199	0.199
